"codice-isil";"denominazione";"indirizzo";"frazione";"cap";"comune";"codice istat comune";"provincia";"regione";"codice istat provincia";"latitudine";"longitudine";"telefono";"fax";"email";"url"
"IT-RC0111";"Biblioteca centrale della Facoltà di ingegneria dell'Università degli studi di Reggio Calabria";"Via Graziella";"località Feo di Vito";"89128";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,123477";"15,6655405";"+39 0965875226";"";"biblioing@unirc.it";"http://www.ing.unirc.it/biblioteca_ing.php"
"IT-RC0112";"Biblioteca del Dipartimento di agraria dell'Università degli studi  Mediterranea di Reggio Calabria";"località Feo di Vito";"";"89122";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,128023";"15,676771";"+39 0965/1694273";"";"biblio@agraria.unirc.it";"http://www.agraria.unirc.it/biblioteca.php"
"IT-RC0113";"Centro di documentazione europea. CDE";"Via Torrione 101/f";"";"89125";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,1082874";"15,6453808";"+39 0965331479";"+39 0965331479";"isespcde@tin.it";"http://www.unirc.it/isesp/cde.htm"
"IT-RC0114";"Biblioteca della Deputazione di storia patria per la Calabria";"Piazza De Nava 26";"";"89122";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,146008";"15,661908";"+39 096521949";"";"";""
"IT-RC0115";"Biblioteca comunale";"Piazza Umberto I";"";"89014";"Oppido Mamertina";"080055";"Reggio Calabria";"CALABRIA";"080";"38,2893466";"15,9845404";"+39 096686398";"";"";""
"IT-RC0116";"Polo Culturale "Mattia Preti" del Consiglio regionale della Calabria";"Via Cardinale Portanova, snc";"";"89124";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,1167613472579";"15,6593161454773";"+39 0965.880721";"+39 0965.880630";"poloculturale@consrc.it";"http://www.consiglioregionale.calabria.it/poloculturale/home.asp"
"IT-RC0117";"Biblioteca del Conservatorio statale di musica F. Cilea";"Via Aschenez  1/p";"";"89100";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,1186793";"15,6585669";"+39 0965812223";"+39 096521809";"";"http://mysite.ciaoweb.it/conservatrc/pagina.html"
"IT-RC0118";"Biblioteca dell'Associazione italiana contro le leucemie. Sezione Alberto Neri";"Via C. Melacrino, presso Azienda ospedaliera, Divisione di ematologia";"";"89100";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,1146898";"15,6501365";"+39 096524341/2";"+39 0965397929";"f.nobile@diel.it";""
"IT-RC0119";"Biblioteca A. Pani dell'Azienda ospedaliera Bianchi Melacrino Morelli";"Via C. Melacrino";"";"89100";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"0";"0";"+39 0965397300";"+39 0965810268";"fmbjc@tin.it";"http://www.comune.reggio-calabria.it/aziendaospedaliera/bibliote.htm"
"IT-RC0120";"Biblioteca della Scuola superiore della pubblica amministrazione. Sede di Reggio Calabria";"Via Nazionale Pentimele 87";"";"89051";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,1410484";"15,6580858";"+39 0965413213";"+39 0965413204";"sede_reggio_calabria@sspa.it";"http://www.sspa.it/index.php?a=51"
"IT-RC0121";"Centro di documentazione Lilliput";"Via Cattolica dei Greci 26";"";"89125";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,1082904";"15,6452819";"+39 0965899512";"+39 0965899512";"ossmer@mail.diel.it";"http://www.gruppoabele.it/rete/centri/calabria/reggio_calabria.html"
"IT-RC0122";"Biblioteca comunale Raffaela Scordo";"Via S. Francesco di Paola 14";"";"89031";"Ardore";"080005";"Reggio Calabria";"CALABRIA";"080";"38,1754669";"16,2054601";"+39 0964620038";"";"";""
"IT-RC0123";"Biblioteca del Centro di fisiologia clinica. CFC";"Via Sbarre inferiori 39";"";"89100";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,092634";"15,6368037";"+39 096557048";"";"cfc@cs.cnr.it";"http://biblio.area.cs.cnr.it/cnr/cosenza.html"
"IT-RC0124";"Biblioteca dell'Archivio di Stato di Reggio Calabria. Sezione di Locri";"Via Matteotti 356";"";"89044";"Locri";"080043";"Reggio Calabria";"CALABRIA";"080";"38,2297415";"16,2573959";"+39 096422163";"+39 096422163";"";"http://web.tiscalinet.it/asrc/saslocri/biblioteca.htm"
"IT-RC0125";"Biblioteca dell'Archivio di Stato di Reggio Calabria. Sezione di Palmi";"Via F. Carbone, presso Casa della cultura";"";"89015";"Palmi";"080057";"Reggio Calabria";"CALABRIA";"080";"38,1146898";"15,6501365";"+39 0966411230";"+39 0966411230";"";"http://web.tiscalinet.it/asrc/saspalmi/biblioteca.htm"
"IT-RC0126";"Biblioteca dell'Istituto di scienze religiose Giovanni XXIII";"Via Acqua dei monaci";"Amato";"89029";"Taurianova";"080093";"Reggio Calabria";"CALABRIA";"080";"38,3742274";"15,9626556";"+39 0966638083";"+39 0966638083";"";""
"IT-RC0127";"Biblioteca Militare di Presidio";"via L. Pascali 40";"";"88100";"Catanzaro";"079023";"Catanzaro";"CALABRIA";"079";"38,9147092";"16,5895155000001";"+39 0961792211";"";"";""
"IT-RC0128";"Biblioteca comunale";"Viale della Libertà";"";"89063";"Melito di Porto Salvo";"080050";"Reggio Calabria";"CALABRIA";"080";"37,9221402";"15,776718";"+39 0965783778";"";"comunemelito@libero.it";""
"IT-RC0130";"Biblioteca del Liceo scientifico Zaleuco";"Via Francesco Panzera";"";"89044";"Locri";"080043";"Reggio Calabria";"CALABRIA";"080";"38,2402223";"16,2658593";"+39 096420191";"+39 0964232186";"filomenafranco@liceozaleuco.it";"http://www.liceozaleuco.it"
"IT-RC0131";"Biblioteca comunale U. Arcuri";"Piazza Municipio";"";"89016";"Rizziconi";"080065";"Reggio Calabria";"CALABRIA";"080";"38,4121249";"15,9588611";"+39 09665889215";"";"biblioriz@comune.rizziconi.rc.it";"http://www.comune.rizziconi.rc.it/comune/Servizi/Biblioteca.html"
"IT-RC0132";"Biblioteca P. Valerio Rempicci";"Via Peripoli 47";"";"89030";"Condofuri";"080029";"Reggio Calabria";"CALABRIA";"080";"37,9271579";"15,8651177";"+39 0965784877";"";"biblioteca@lanostravalle.org";"http://www.lanostravalle.org/wp/parrocchie/"
"IT-RC0133";"Biblioteca dell'Università per stranieri D. Alighieri";"Viale del Torrione";"";"89125";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,1106726";"15,6482356";"+39 09653696504";"";"info@unistrada.it";"http://www.unistrada.it"
"IT-RC0134";"Biblioteca comunale";"Via stazione";"";"";"Montebello Ionico";"080053";"Reggio Calabria";"CALABRIA";"080";"38,1146898";"15,6501365";"+39 0965782123";"+39 0965786040";"";""
"IT-RC0135";"Biblioteca comunale";"Via Nazionale, 65";"";"89038";"Palizzi";"080056";"Reggio Calabria";"CALABRIA";"080";"37,9192793";"15,9824941";"+39 0965763079";"+39 0965763000";"ragioneria@comunedipalizzi.it";""
"IT-RC0136";"Biblioteca dell'Istituto Superiore Europeo di studi politici - I.S.E.S.P.";"Via Torrione 101/f";"";"89125";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,1082874";"15,6453808";"+39 965331479";"+39 965331479";"isesp@aruba.it";"http://www.isesp.it/"
"IT-RC0138";"Biblioteca mons. Antonino Sgro";"Via Caprera, 46";"";"89044";"Locri";"080043";"Reggio Calabria";"CALABRIA";"080";"38,2377658";"16,2624";"";"";"biblioteca@diocesilocri.it";""
"IT-RC0139";"Biblioteca Comunale";"Via Stazione";"";"89045";"Mammola";"080044";"Reggio Calabria";"CALABRIA";"080";"38,3626115";"16,2382245";"+39 0964414025";"";"urp@comune.mammola.rc.it";""
"IT-RC0140";"Biblioteca della Facoltà di Giurisprudenza dell'Università degli studi Mediterranea di Reggio Calabria";"Piazza Santo Stefano da Nicea";"Archi";"89051";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,1065012";"15,6424523";"+39 0965652180";"";"bibliojuris@unirc.it";"http://www.giuri.unirc.it"
"IT-RC0141";"Biblioteca del Dipartimento Patrimonio Architettonico ed Urbanistico - PAU dell'Università degli studi Mediterranea di Reggio Calabria";"Via Melissari";"località Feo di Vito";"89124";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,1201229";"15,6602602";"+39 0965.1696320";"+39 0965.1696550";"biblioteca.pau@unirc.it";"http://www.pau.unirc.it/biblioteca_dipartimento.php"
"IT-RC0142";"Biblioteca comunale Cesare Pavese";"Corso Umberto I";"";"89036";"Brancaleone";"080014";"Reggio Calabria";"CALABRIA";"080";"37,9641659";"16,1017496";"+39 096493300832";"";"";""
"IT-RC0143";"Biblioteca comunale Paolo Greco";"Via Roma";"";"89010";"Scido";"080084";"Reggio Calabria";"CALABRIA";"080";"38,2451235593309";"15,9334373474121";"+39 0966964048";"";"";"http://www.comune.scido.rc.it/index.php?action=index&p=268"
"IT-RC0144";"Biblioteca dell'Istituto d'istruzione superiore R. Piria";"Via Modigliani";"";"89025";"Rosarno";"080069";"Reggio Calabria";"CALABRIA";"080";"";"null";"+39 0966711164";"+39 0966711164";"";""
"IT-RC0534";"Biblioteca della Soprintendenza per i Beni Architettonici e Paesaggistici per le province di Reggio Calabria e Vibo Valentia";"Via Cimino, 1";"";"89127";"Reggio di Calabria";"080063";"Reggio Calabria";"CALABRIA";"080";"38,1055585";"15,6432423";"+39 0965818779 int. 3317";"";"sbap-rc@beniculturali.it";""
"IT-RC0614";"Biblioteca Umberto Zanotti Bianco del  Museo Archeologico di Locri";"Contrada Marasà";"";"89044";"Locri";"080043";"Reggio Calabria";"CALABRIA";"080";"";"null";"+39 0964390023";"";"";""
"IT-RE0001";"Biblioteca comunale Pablo Neruda";"Via Morandi 9";"";"42020";"Albinea";"035001";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6204701";"10,6011985";"0522590262";"+39 0522590236";"biblioteca@comune.albinea.re.it";"http://www.provincia.re.it/biblioteche/civiche.htm"
"IT-RE0003";"Biblioteca comunale";"Via Repubblica 12";"";"42011";"Bagnolo in Piano";"035002";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,7637498";"10,6719924";"+39 0522951948";"+39 0522951037";"biblioteca@comune.bagnolo-in-piano.re.it";"http://www.provincia.re.it/biblioteche/civiche.htm"
"IT-RE0005";"Biblioteca comunale Gian Battista Toschi";"Via G.B. Toschi 79";"";"42031";"Baiso";"035003";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,4960198";"10,6000032";"+39 0522843174";"+39 0522843980";"";"http://www.provincia.re.it/biblioteche/civiche.htm"
"IT-RE0008";"Biblioteca comunale";"Piazza Damiano Chiesa 1/10";"";"42021";"Bibbiano";"035004";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6633788";"10,4730625";"+39 0522253231";"+39 0522253233";"biblioteca@comune.bibbiano.re.it";"http://biblioteche.provincia.re.it/database/provincia/biblio33.nsf/aeventi?SearchView&Query=field%20form%20=%20BibliotecaE%20and%20field%20finoal<20/10/2008%20and%20field%20Ntitolosezione%20contains%20Bibbiano&SearchOrder=4And"
"IT-RE0010";"Biblioteca comunale Claudio Zanichelli";"Via Roma 22";"";"42022";"Boretto";"035005";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,90548";"10,5535541";"+39 0522965287";"+39 0522965287";"comune.boretto@pragmanet.it";"http://www.provincia.re.it/biblioteche.civiche.htm"
"IT-RE0012";"Biblioteca comunale Antonio Panizzi";"Piazza Mingori 2";"";"42041";"Brescello";"035006";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,9033883";"10,5349055";"+39 0522687110";"+39 0522684422";"biblioteca.brescello@nettuno.it";"http://www.provincia.re.it/biblioteche.civiche.htm"
"IT-RE0013";"Biblioteca comunale Arturo Panarari";"Piazza della Libertà 2";"";"42023";"Cadelbosco di Sopra";"035008";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,76279";"10,594055";"+39 0522917437";"+39 0522917302";"biblio.cad@infinito.it";"http://www.provincia.re.it/biblioteche/civiche.htm"
"IT-RE0016";"Biblioteca comunale";"Via Vettigano 6";"";"42012";"Campagnola Emilia";"035009";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,8363538";"10,7698537";"+39 0522669844";"+39 0522669197";"biblioteca@comune.campagnola-emilia.re.it";"http://www.rcs.re.it/campagnola"
"IT-RE0017";"Biblioteca comunale Francesco Crispi";"Via Curiel 3";"";"42040";"Campegine";"035010";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,7824935";"10,5312023";"+39 0522676351";"+39 0522676314";"biblioteca@comune.campegine.re.it";"http://www.provincia.re.it/biblioteche/civiche.htm"
"IT-RE0021";"Biblioteca comunale";"Via A. Moro 11";"";"42013";"Casalgrande";"035012";"Reggio Emilia";"EMILIA ROMAGNA";"035";"0";"0";"+39 0522849397";"+39 0522841039";"f.abbati@comune.casalgrande.re.it";"http://www.provincia.re.it/biblioteche/civiche.htm"
"IT-RE0022";"Biblioteca comunale";"Via Roma 56";"";"42014";"Castellarano";"035014";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,5093114";"10,7293096";"+39 0536850334";"+39 0536850334";"biblioteca@comune.castellarano.re.it";"http://comune.castellarano.re.it"
"IT-RE0023";"Biblioteca comunale";"Piazza Prampolini 5";"";"42024";"Castelnovo di Sotto";"035015";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,8113479";"10,5627964";"+39 0522682533";"+39 0522683603";"biblioteca@castelnuovo-di-sotto.re.it";"http://www.provincia.re.it/biblioteche/civiche.htm"
"IT-RE0024";"Biblioteca comunale Alcide Campanini";"Via Roma 4";"";"42035";"Castelnovo ne' Monti";"035016";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,434114";"10,4078375";"+39 0522610204";"+39 0522610275";"biblioteca@comune.castelnovo-nemonti.re.it";"http://www.provincia.re.it/biblioteche/civiche.htm"
"IT-RE0028";"Biblioteca comunale";"via della Repubblica 23";"";"42025";"Cavriago";"035017";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6941847";"10,5302244";"+39 0522373466";"+39 0522 373463";"multiplo@comune.cavriago.re.it";"www.comune.cavriago.re.it/multiplo"
"IT-RE0029";"Biblioteca comunale di Canossa";"Piazza Matteotti 30";"Canossa";"42026";"Canossa";"035018";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,5923746";"10,4079017";"+39 0522878111";"+39 0522878050";"biblio@comune.canossa.re.it";"http://www.provincia.re.it/biblioteche/civiche.htm"
"IT-RE0031";"Biblioteca comunale Giulio Einaudi";"Corso Cavour 7";"";"42015";"Correggio";"035020";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,7703205";"10,7797953";"+39 0522693296";"+39 0522641105";"biblioteca@comune.correggio.re.it";"http://www.ibc.regione.emilia-romagna.it/soprintendenza/imago.htm"
"IT-RE0033";"Biblioteca comunale Salvador Allende";"Corso Roma 35";"";"42042";"Fabbrico";"035021";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,8715243";"10,8092765";"+39 0522650080";"+39 0522655368";"biblioteca.fabbrico@re.nettuno.it";""
"IT-RE0034";"Biblioteca comunale Amos Tragni";"Via Cicalini 14";"";"42043";"Gattatico";"035022";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,8067544";"10,4742456";"+39 0522678657";"+39 0522678794";"biblioteca.gattatico@libero.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=60"
"IT-RE0035";"Biblioteca comunale";"Piazza IV Novembre, 25";"";"42044";"Gualtieri";"035023";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,904767";"10,631383";"+39 0522.221851";"+39 0522828444";"biblioteca@comune.gualtieri.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=61"
"IT-RE0036";"Biblioteca Maldotti";"Corso Garibaldi 54";"";"42016";"Guastalla";"035024";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,9214967";"10,6524958";"+39 0522826294";"";"maldottib@libero.it";""
"IT-RE0039";"Biblioteca comunale Cesare Zavattini";"Via Filippini, 35";"";"42045";"Luzzara";"035026";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,9604316";"10,6910936";"+39 0522977612";"+39 0522977612";"biblioteca@fondazioneunpaese.org";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=63"
"IT-RE0040";"Biblioteca comunale Angelo Umiltà";"Piazza Rocca, 1";"";"42027";"Montecchio Emilia";"035027";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6919191";"10,4544187";"+39 0522861864";"+39 0522863066";"biblioteca@comune.montecchio-emilia.re.it";"http://www.comune.montecchio-emilia.re.it/Sezione.jsp?idSezione=16"
"IT-RE0042";"Biblioteca comunale Giuseppe Malagoli";"Piazzale Marconi 1";"";"42017";"Novellara";"035028";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,8445935";"10,7312017";"+39 0522655419";"+39 0522652057";"biblioteca@comune.novellara.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=65"
"IT-RE0043";"Biblioteca comunale";"Via Parma 1";"";"42028";"Poviglio";"035029";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,8412809";"10,5391175";"+39 0522960426";"+39 0522967680";"biblioteca@comune.poviglio.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=66"
"IT-RE0045";"Biblioteca comunale Carlo Levi";"Piazza Dante 4";"";"42020";"Quattro Castella";"035030";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6358777";"10,4728134";"+39 0522249232";"+39 0522.249268";"biblioteca@comune.quattro-castella.re.it";"http://www.comune.quattro-castella.re.it"
"IT-RE0046";"Biblioteca del Capitolo della Cattedrale";"Via Timavo 93";"";"42100";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6967556";"10,6244569";"+39 0522436200";"+39 0522542113";"";""
"IT-RE0047";"Biblioteca medica Pietro Giuseppe Corradini dell'Arcispedale S. Maria Nuova";"Via Murri 9";"";"42100";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6858756";"10,6277396";"+39 0522296216";"+39 0522296125";"biblioteca@asmn.re.it";"http://www.asmn.re.it"
"IT-RE0048";"Archivio di Stato di Reggio Emilia - Biblioteca";"Via Cairoli 6";"";"42100";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,7007081";"10,6282059";"+39 0522451328";"+39 0522454610";"";""
"IT-RE0049";"Biblioteca del Seminario vescovile";"Viale Timavo 93";"";"42121";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6967556";"10,6244569";"+39 0522406852";"+39 0522406881";"biblioteca@diocesi.re.it";"http://bsvreggioemilia.altervista.org"
"IT-RE0051";"Biblioteca provinciale dei Frati minori cappuccini";"Piazza Vallisneri, 1";"";"42121";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"";"null";"+39 0522.541934";"";"bibliobarbieri@libero.it";""
"IT-RE0052";"Biblioteca municipale Antonio Panizzi";"Via Farini 3";"";"42121";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6966785";"10,6294734";"+39 0522456084";"+39 0522456081";"panizzi@comune.re.it";"http://www.bibliotecapanizzi.it"
"IT-RE0053";"Biblioteca Carlo Livi";"Via Amendola 2";"";"42122";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6885295";"10,6596445";"+39 0522335280";"+39 0522335971";"biblioteca@ausl.re.it";"http://www.ausl.re.it/biblioteca-scientifica-carlo-livi"
"IT-RE0055";"Biblioteca civica Giorgio Ambrosoli";"Piazza Martiri 1";"";"42046";"Reggiolo";"035032";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,9191215";"10,8042259";"+39 0522213713";"+39 0522213718";"biblioteca@comune.reggiolo.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=371"
"IT-RE0058";"Biblioteca comunale";"Via XX Settembre 4";"";"42010";"Rio Saliceto";"035034";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,808854";"10,802437";"+39 0522699594";"+39 0522.647519";"biblioteca@comune.riosaliceto.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=69"
"IT-RE0060";"Biblioteca comunale";"Via C. Battisti, 9";"";"42047";"Rolo";"035035";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,887613";"10,856768";"+39 0522658015";"+39 0522666953";"biblioteca@comune.rolo.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=70"
"IT-RE0063";"Biblioteca civica Antonio Urceo Codro";"Via Emilia Est 11";"";"42048";"Rubiera";"035036";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6529724";"10,7847389";"";"+39 0522626114";"biblioteca@comune.rubiera.re.it";"http://biblioteche.provincia.re.it"
"IT-RE0066";"Biblioteca comunale";"Corso Umberto I  22";"";"42018";"San Martino in Rio";"035037";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,7325419";"10,7850477";"+39 0522636719";"";"biblioteca@comune.sanmartinoinrio.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=74"
"IT-RE0068";"Biblioteca comunale Meuccio Ruini";"Piazza IV Novembre 1";"";"42020";"San Polo d'Enza";"035038";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,626215";"10,420924";"+39 0522241729";"+39 0522874867";"biblioteca@comune.sanpolodenza.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=75"
"IT-RE0069";"Biblioteca comunale";"Piazza Repubblica 11";"";"42049";"Sant'Ilario d'Enza";"035039";"Reggio Emilia";"EMILIA ROMAGNA";"035";"0";"0";"+39 0522672154";"+39 0522472426";"biblioteca@comune.santilariodenza.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=73"
"IT-RE0072";"Biblioteca comunale Gaetano Salvemini";"Via Vittorio Veneto, 2/A";"";"42019";"Scandiano";"035040";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,5973179";"10,6850396";"+39 0522764291";"+39 0522764220";"biblioteca@comune.scandiano.re.it";"http://www.comune.scandiano.re.it"
"IT-RE0073";"Biblioteca comunale Pasquale Marconi";"Via Italia 1";"";"42020";"Vetto";"035042";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,4840527";"10,3402511";"";"+39 0522815694";"servizio.sociale@comune.vetto.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=79"
"IT-RE0074";"Biblioteca comunale Pablo Neruda";"via Tintoria, 6";"";"42030";"Vezzano sul Crostolo";"035043";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,601605910246";"10,5478405952454";"+39 0522.601229";"+39 0522.601947";"biblioteca@comune.vezzano-sul-crostolo.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=80"
"IT-RE0075";"Biblioteca comunale";"Via Casella 1";"";"42030";"Viano";"035044";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,543581";"10,6189733";"+39 0522987182";"+39 0522988497";"biblioteca@comune.viano.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=81"
"IT-RE0078";"Biblioteca dell'Eremo dei Benedettini di Bismantova";"Eremo di Bismantova";"Bismantova";"42035";"Castelnovo ne' Monti";"035016";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,4206481";"10,4136111";"+39 0522611157";"";"";""
"IT-RE0081";"Biblioteca comunale Sincero Bresciani";"Piazza IV Novembre 3";"";"42034";"Casina";"035013";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,511435";"10,500585";"+39 0522604712";"+39 0522609464";"bibliocasina@libero.it";"http://www.provincia.re.it/biblioteche/civiche.htm"
"IT-RE0082";"Biblioteca comunale";"Piazza Garibaldi 1";"";"42016";"Guastalla";"035024";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,921246";"10,652137";"+39 0522839755";"+39 0522839756";"biblioteca@comune.guastalla.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=62"
"IT-RE0083";"Biblioteca del Servizio documentazione e informazione scientifica dell'Azienda speciale farmacie comunali riunite";"Via Doberdo' 9";"";"42100";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6901997";"10,6583086";"+39 0522543450";"+39 0522550146";"sids@fcr.re.it";"http://www.fcr.re.it"
"IT-RE0084";"Biblioteca del Centro italiano di storia sanitaria ospitaliera";"Viale Risorgimento 30";"";"42100";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6923083";"10,6373859";"+39 052224252";"";"";""
"IT-RE0085";"Biblioteca comunale Rosta Nuova Domenico Manfredi Enrico ";"Via Jozef Wybicki 27";"";"42122";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6859294";"10,6389953";"+39 0522585636";"+39 0522436322";"rosta@municipio.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=744"
"IT-RE0086";"Biblioteca comunale Ospizio";"Via Emilia Ospizio 30/B";"Ospizio";"42100";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6938876";"10,6439897";"+39 0522585639";"+39 0522558974";"ospi@municipio.re.it";"http://biblioteche.provincia.re.it/Sezione.jsp?idSezione=200"
"IT-RE0087";"Biblioteca delle Arti";"Piazza della Vittoria, 5";"";"42121";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,7003443";"10,6304459";"+39 0522456801";"+39 0522456476";"biblioteca.musei@municipio.re.it";"http://www.musei.re.it/museo/museire.nsf/Pagine/CA300E0F27835895C1256EB7004D0660?OpenDocument"
"IT-RE0088";"Biblioteca Armando Gentilucci dell'Istituto superiore di studi musicali Achille Peri";"Via Dante Alighieri 11";"";"42100";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,698875";"10,6373516";"+39 0522456772";"+39 0522456778";"biblioperi@municipio.re.it";"http://www.municipio.re.it/peri_biblioteca"
"IT-RE0089";"Biblioteca-Archivio del Teatro municipale Romolo Valli";"Piazza Martiri del 7 luglio, 7";"";"42100";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6999903";"10,6311815";"+39 0522458811";"+39 0522458967";"arch-bib@iteatri.re.it";"http://www.iteatri.re.it"
"IT-RE0090";"Biblioteca della Società reggiana di studi storici";"Via Cairoli 6";"";"42100";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,7007081";"10,6282059";"+39 0522451328";"+39 0522454246";"socresst@tin.it";"http://space.tim.it"
"IT-RE0091";"Biblioteca della Camera di commercio, industria, artigianato e agricoltura - CCIAA";"Piazza della Vittoria 1";"";"42100";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"0";"0";"+39 0522796353";"+39 0522796249";"piazza@re.camcom.it";""
"IT-RE0094";"Biblioteca del Dipartimento di protezione e valorizzazione agroalimentare - DIPROVAL. Sezione di microbiologia dell'Università degli studi di Bologna";"Via fratelli Rosselli 107";"Coviolo";"42100";"Reggio nell'Emilia";"035033";"Reggio Emilia";"EMILIA ROMAGNA";"035";"44,6826374";"10,5991183";"+39 0522290611";"+39 0522290610";"castagnetti@stpa.unibo.it";"http://www.stpa.unibo.it/bibliote.htm"
